total_files,burst_files,total_size,burst_size,total_duration,burst_config_duration,burst_current_duration,burst_pause,burst_config_rate,burst_current_rate,algorithm
12,12,2334226,2334226,3527.966,0,10.013,0,0.0,661.635,AES-CTR
12,12,2339730,2339730,3537.979,0,10.010,0,0.0,661.318,AES-CTR
12,12,2344754,2344754,3548.011,0,10.030,0,0.0,660.864,AES-CTR
12,12,2348802,2348802,3558.018,0,10.001,0,0.0,660.143,AES-CTR
12,12,2352898,2352898,3568.024,0,10.000,0,0.0,659.440,AES-CTR
12,12,2357106,2357106,3578.031,0,10.005,0,0.0,658.772,AES-CTR
12,12,2361746,2361746,3588.067,0,10.034,0,0.0,658.222,AES-CTR
12,12,2367042,2367042,3598.085,0,10.016,0,0.0,657.862,AES-CTR
12,12,2373506,2373506,3608.102,0,10.014,0,0.0,657.827,AES-CTR
12,12,2379346,2379346,3618.139,0,10.035,0,0.0,657.616,AES-CTR
12,12,2385282,2385282,3628.159,0,10.018,0,0.0,657.436,AES-CTR
12,12,2391490,2391490,3638.167,0,10.005,0,0.0,657.334,AES-CTR
12,12,2397730,2397730,3648.190,0,10.022,0,0.0,657.238,AES-CTR
12,12,2404050,2404050,3658.213,0,10.021,0,0.0,657.165,AES-CTR
12,12,2410482,2410482,3668.227,0,10.012,0,0.0,657.125,AES-CTR
12,12,2417042,2417042,3678.251,0,10.023,0,0.0,657.117,AES-CTR
12,12,2423250,2423250,3688.263,0,10.010,0,0.0,657.017,AES-CTR
12,12,2429538,2429538,3698.278,0,10.013,0,0.0,656.938,AES-CTR
12,12,2435938,2435938,3708.290,0,10.009,0,0.0,656.890,AES-CTR
12,12,2442562,2442562,3718.295,0,10.003,0,0.0,656.904,AES-CTR
12,12,2448866,2448866,3728.303,0,10.006,0,0.0,656.831,AES-CTR
12,12,2455394,2455394,3738.311,0,10.006,0,0.0,656.819,AES-CTR
12,12,2461730,2461730,3748.325,0,10.012,0,0.0,656.755,AES-CTR
12,12,2468178,2468178,3758.343,0,10.006,0,0.0,656.720,AES-CTR
12,12,2474642,2474642,3768.352,0,10.008,0,0.0,656.691,AES-CTR
12,12,2481522,2481522,3778.374,0,10.020,0,0.0,656.770,AES-CTR
12,12,2487954,2487954,3788.393,0,10.017,0,0.0,656.731,AES-CTR
12,12,2494242,2494242,3798.399,0,10.004,0,0.0,656.656,AES-CTR
12,12,2500626,2500626,3808.406,0,10.007,0,0.0,656.607,AES-CTR
12,12,2507346,2507346,3818.451,0,10.042,0,0.0,656.640,AES-CTR
12,12,2513954,2513954,3828.459,0,10.006,0,0.0,656.649,AES-CTR
12,12,2520898,2520898,3838.479,0,10.019,0,0.0,656.744,AES-CTR
12,12,2527714,2527714,3848.497,0,10.017,0,0.0,656.806,AES-CTR
12,12,2534034,2534034,3858.508,0,10.008,0,0.0,656.739,AES-CTR
12,12,2540658,2540658,3868.536,0,10.024,0,0.0,656.749,AES-CTR
12,12,2547330,2547330,3878.539,0,10.002,0,0.0,656.776,AES-CTR
12,12,2553810,2553810,3888.543,0,10.002,0,0.0,656.752,AES-CTR
12,12,2560290,2560290,3898.566,0,10.021,0,0.0,656.726,AES-CTR
12,12,2566642,2566642,3908.575,0,10.007,0,0.0,656.669,AES-CTR
12,12,2573186,2573186,3918.595,0,10.018,0,0.0,656.660,AES-CTR
12,12,2579474,2579474,3928.599,0,10.002,0,0.0,656.589,AES-CTR
12,12,2586226,2586226,3938.603,0,10.002,0,0.0,656.635,AES-CTR
12,12,2592802,2592802,3948.613,0,10.008,0,0.0,656.636,AES-CTR
12,12,2599330,2599330,3958.631,0,10.016,0,0.0,656.624,AES-CTR
12,12,2605826,2605826,3968.658,0,10.026,0,0.0,656.601,AES-CTR
12,12,2612322,2612322,3978.675,0,10.014,0,0.0,656.581,AES-CTR
12,12,2613378,2613378,3988.683,0,10.007,0,0.0,655.198,AES-CTR
12,12,2613618,2613618,3998.885,0,10.200,0,0.0,653.587,AES-CTR
12,12,2613730,2613730,4009.179,0,10.292,0,0.0,651.936,AES-CTR
12,12,2614706,2614706,4019.186,0,10.005,0,0.0,650.556,AES-CTR
12,12,2621378,2621378,4029.194,0,10.007,0,0.0,650.596,AES-CTR
12,12,2627874,2627874,4039.199,0,10.004,0,0.0,650.593,AES-CTR
12,12,2634258,2634258,4049.219,0,10.019,0,0.0,650.560,AES-CTR
12,12,2640866,2640866,4059.227,0,10.006,0,0.0,650.583,AES-CTR
12,12,2647250,2647250,4069.307,0,10.079,0,0.0,650.541,AES-CTR
12,12,2653890,2653890,4079.335,0,10.026,0,0.0,650.569,AES-CTR
12,12,2660498,2660498,4089.395,0,10.058,0,0.0,650.585,AES-CTR
12,12,2666898,2666898,4099.411,0,10.013,0,0.0,650.556,AES-CTR
12,12,2673730,2673730,4109.422,0,10.010,0,0.0,650.634,AES-CTR
12,12,2680210,2680210,4119.433,0,10.008,0,0.0,650.626,AES-CTR
12,12,2686706,2686706,4129.437,0,10.002,0,0.0,650.623,AES-CTR
12,12,2693362,2693362,4139.442,0,10.002,0,0.0,650.658,AES-CTR
12,12,2699682,2699682,4149.456,0,10.012,0,0.0,650.611,AES-CTR
12,12,2706178,2706178,4159.480,0,10.023,0,0.0,650.605,AES-CTR
12,12,2712818,2712818,4169.514,0,10.031,0,0.0,650.632,AES-CTR
12,12,2719378,2719378,4179.522,0,10.007,0,0.0,650.643,AES-CTR
12,12,2726146,2726146,4189.547,0,10.024,0,0.0,650.702,AES-CTR
12,12,2733090,2733090,4199.551,0,10.001,0,0.0,650.805,AES-CTR
12,12,2739842,2739842,4209.589,0,10.037,0,0.0,650.857,AES-CTR
12,12,2746322,2746322,4219.635,0,10.043,0,0.0,650.843,AES-CTR
12,12,2752818,2752818,4229.639,0,10.002,0,0.0,650.840,AES-CTR
12,12,2758738,2758738,4239.658,0,10.017,0,0.0,650.698,AES-CTR
12,12,2765010,2765010,4249.668,0,10.009,0,0.0,650.641,AES-CTR
12,12,2772178,2772178,4259.691,0,10.022,0,0.0,650.793,AES-CTR
12,12,2777906,2777906,4269.698,0,10.005,0,0.0,650.609,AES-CTR
12,12,2784610,2784610,4279.710,0,10.010,0,0.0,650.654,AES-CTR
12,12,2796082,2796082,4289.727,0,10.016,0,0.0,651.809,AES-CTR
12,12,2808498,2808498,4299.732,0,10.003,0,0.0,653.180,AES-CTR
12,12,2819026,2819026,4309.734,0,10.000,0,0.0,654.107,AES-CTR
12,12,2826482,2826482,4319.763,0,10.028,0,0.0,654.314,AES-CTR
12,12,2833794,2833794,4329.773,0,10.008,0,0.0,654.490,AES-CTR
12,12,2840818,2840818,4339.779,0,10.003,0,0.0,654.600,AES-CTR
12,12,2847378,2847378,4349.796,0,10.016,0,0.0,654.600,AES-CTR
12,12,2853986,2853986,4359.800,0,10.002,0,0.0,654.614,AES-CTR
12,12,2860434,2860434,4369.812,0,10.010,0,0.0,654.590,AES-CTR
12,12,2867570,2867570,4379.823,0,10.005,0,0.0,654.723,AES-CTR
12,12,2874034,2874034,4389.837,0,10.013,0,0.0,654.702,AES-CTR
12,12,2880850,2880850,4399.839,0,10.000,0,0.0,654.763,AES-CTR
12,12,2887506,2887506,4409.843,0,10.001,0,0.0,654.787,AES-CTR
12,12,2893986,2893986,4419.859,0,10.015,0,0.0,654.769,AES-CTR
12,12,2900738,2900738,4429.862,0,10.001,0,0.0,654.815,AES-CTR
12,12,2907858,2907858,4439.863,0,10.000,0,0.0,654.943,AES-CTR
12,12,2914690,2914690,4449.903,0,10.038,0,0.0,655.001,AES-CTR
12,12,2921314,2921314,4459.915,0,10.008,0,0.0,655.016,AES-CTR
12,12,2928210,2928210,4469.924,0,10.007,0,0.0,655.092,AES-CTR
12,12,2934706,2934706,4479.926,0,10.000,0,0.0,655.079,AES-CTR
12,12,2941474,2941474,4489.929,0,10.000,0,0.0,655.127,AES-CTR
12,12,2948818,2948818,4499.948,0,10.018,0,0.0,655.301,AES-CTR
12,12,2956178,2956178,4509.953,0,10.004,0,0.0,655.479,AES-CTR
12,12,2963106,2963106,4519.959,0,10.004,0,0.0,655.560,AES-CTR
12,12,2969826,2969826,4529.971,0,10.011,0,0.0,655.595,AES-CTR
12,12,2976898,2976898,4539.996,0,10.024,0,0.0,655.705,AES-CTR
12,12,2983970,2983970,4550.001,0,10.002,0,0.0,655.817,AES-CTR
12,12,2990722,2990722,4560.020,0,10.018,0,0.0,655.857,AES-CTR
12,12,2997938,2997938,4570.023,0,10.001,0,0.0,656.001,AES-CTR
12,12,2999538,2999538,4580.047,0,10.022,0,0.0,654.914,AES-CTR
12,12,3000034,3000034,4590.171,0,10.123,0,0.0,653.578,AES-CTR
12,12,3002882,3002882,4600.194,0,10.022,0,0.0,652.773,AES-CTR
12,12,3009282,3009282,4610.217,0,10.021,0,0.0,652.742,AES-CTR
12,12,3016098,3016098,4620.248,0,10.018,0,0.0,652.800,AES-CTR
12,12,3022834,3022834,4630.295,0,10.046,0,0.0,652.838,AES-CTR
12,12,3029842,3029842,4640.327,0,10.030,0,0.0,652.937,AES-CTR
12,12,3036402,3036402,4650.351,0,10.022,0,0.0,652.940,AES-CTR
12,12,3042930,3042930,4660.370,0,10.017,0,0.0,652.937,AES-CTR
12,12,3049586,3049586,4670.403,0,10.031,0,0.0,652.960,AES-CTR
12,12,3056322,3056322,4680.411,0,10.006,0,0.0,653.003,AES-CTR
12,12,3063042,3063042,4690.431,0,10.017,0,0.0,653.041,AES-CTR
12,12,3070066,3070066,4700.451,0,10.018,0,0.0,653.143,AES-CTR
12,12,3076914,3076914,4710.455,0,10.002,0,0.0,653.210,AES-CTR
12,12,3083666,3083666,4720.460,0,10.004,0,0.0,653.255,AES-CTR
12,12,3090242,3090242,4730.487,0,10.024,0,0.0,653.261,AES-CTR
12,12,3096850,3096850,4740.489,0,10.001,0,0.0,653.276,AES-CTR
12,12,3103410,3103410,4750.503,0,10.013,0,0.0,653.280,AES-CTR
12,12,3110194,3110194,4760.535,0,10.030,0,0.0,653.329,AES-CTR
12,12,3117186,3117186,4770.572,0,10.036,0,0.0,653.420,AES-CTR
12,12,3124354,3124354,4780.592,0,10.016,0,0.0,653.550,AES-CTR
12,12,3131762,3131762,4790.605,0,10.012,0,0.0,653.730,AES-CTR
12,12,3138786,3138786,4800.611,0,10.005,0,0.0,653.830,AES-CTR
12,12,3145394,3145394,4810.625,0,10.012,0,0.0,653.843,AES-CTR
12,12,3151906,3151906,4820.629,0,10.001,0,0.0,653.837,AES-CTR
12,12,3158450,3158450,4830.649,0,10.018,0,0.0,653.836,AES-CTR
12,12,3165650,3165650,4840.663,0,10.012,0,0.0,653.970,AES-CTR
12,12,3172386,3172386,4850.710,0,10.046,0,0.0,654.004,AES-CTR
12,12,3179218,3179218,4860.729,0,10.011,0,0.0,654.062,AES-CTR
12,12,3185666,3185666,4870.735,0,10.002,0,0.0,654.042,AES-CTR
12,12,3192354,3192354,4880.758,0,10.022,0,0.0,654.069,AES-CTR
12,12,3198994,3198994,4890.762,0,10.003,0,0.0,654.089,AES-CTR
12,12,3205634,3205634,4900.772,0,10.009,0,0.0,654.108,AES-CTR
12,12,3212146,3212146,4910.792,0,10.018,0,0.0,654.099,AES-CTR
12,12,3218754,3218754,4920.812,0,10.018,0,0.0,654.110,AES-CTR
12,12,3225666,3225666,4930.829,0,10.015,0,0.0,654.183,AES-CTR
12,12,3231346,3231346,4940.855,0,10.025,0,0.0,654.005,AES-CTR
12,12,3238034,3238034,4950.891,0,10.033,0,0.0,654.031,AES-CTR
12,12,3244642,3244642,4960.899,0,10.005,0,0.0,654.043,AES-CTR
12,12,3251586,3251586,4970.928,0,10.027,0,0.0,654.121,AES-CTR
12,12,3258626,3258626,4980.935,0,10.003,0,0.0,654.220,AES-CTR
12,12,3265154,3265154,4990.942,0,10.005,0,0.0,654.216,AES-CTR
12,12,3271842,3271842,5000.946,0,10.002,0,0.0,654.245,AES-CTR
12,12,3278978,3278978,5010.952,0,10.005,0,0.0,654.362,AES-CTR
12,12,3285602,3285602,5020.955,0,10.002,0,0.0,654.378,AES-CTR
12,12,3292194,3292194,5030.979,0,10.022,0,0.0,654.384,AES-CTR
12,12,3298946,3298946,5040.998,0,10.017,0,0.0,654.423,AES-CTR
12,12,3305554,3305554,5051.015,0,10.012,0,0.0,654.434,AES-CTR
12,12,3312434,3312434,5061.025,0,10.008,0,0.0,654.499,AES-CTR
12,12,3319106,3319106,5071.050,0,10.023,0,0.0,654.520,AES-CTR
12,12,3325890,3325890,5081.055,0,10.003,0,0.0,654.567,AES-CTR
12,12,3332194,3332194,5091.067,0,10.010,0,0.0,654.518,AES-CTR
12,12,3339010,3339010,5101.087,0,10.018,0,0.0,654.568,AES-CTR
12,12,3345794,3345794,5111.102,0,10.013,0,0.0,654.613,AES-CTR
12,12,3352226,3352226,5121.123,0,10.018,0,0.0,654.588,AES-CTR
12,12,3358834,3358834,5131.136,0,10.012,0,0.0,654.599,AES-CTR
12,12,3365410,3365410,5141.151,0,10.013,0,0.0,654.602,AES-CTR
12,12,3371794,3371794,5151.169,0,10.017,0,0.0,654.569,AES-CTR
12,12,3378274,3378274,5161.195,0,10.021,0,0.0,654.553,AES-CTR
12,12,3384994,3384994,5171.206,0,10.009,0,0.0,654.585,AES-CTR
12,12,3391458,3391458,5181.222,0,10.015,0,0.0,654.567,AES-CTR
12,12,3395810,3395810,5191.339,0,10.116,0,0.0,654.130,AES-CTR
12,12,3396450,3396450,5201.372,0,10.031,0,0.0,652.991,AES-CTR
12,12,3396882,3396882,5211.568,0,10.195,0,0.0,651.796,AES-CTR
12,12,3403170,3403170,5221.587,0,10.017,0,0.0,651.750,AES-CTR
12,12,3410066,3410066,5231.607,0,10.019,0,0.0,651.820,AES-CTR
12,12,3416674,3416674,5241.629,0,10.021,0,0.0,651.834,AES-CTR
12,12,3423282,3423282,5251.644,0,10.013,0,0.0,651.850,AES-CTR
12,12,3430114,3430114,5261.668,0,10.021,0,0.0,651.906,AES-CTR
12,12,3436418,3436418,5271.678,0,10.009,0,0.0,651.864,AES-CTR
12,12,3443218,3443218,5281.688,0,10.007,0,0.0,651.916,AES-CTR
12,12,3449298,3449298,5291.710,0,10.021,0,0.0,651.831,AES-CTR
12,12,3456050,3456050,5301.726,0,10.014,0,0.0,651.873,AES-CTR
12,12,3462498,3462498,5311.747,0,10.019,0,0.0,651.857,AES-CTR
12,12,3468834,3468834,5321.760,0,10.010,0,0.0,651.821,AES-CTR
12,12,3475426,3475426,5331.763,0,10.002,0,0.0,651.834,AES-CTR
12,12,3482098,3482098,5341.795,0,10.030,0,0.0,651.859,AES-CTR
12,12,3488514,3488514,5351.821,0,10.023,0,0.0,651.837,AES-CTR
12,12,3495170,3495170,5361.825,0,10.002,0,0.0,651.862,AES-CTR
12,12,3501890,3501890,5371.844,0,10.017,0,0.0,651.897,AES-CTR
12,12,3508242,3508242,5381.852,0,10.008,0,0.0,651.865,AES-CTR
12,12,3514722,3514722,5391.859,0,10.006,0,0.0,651.857,AES-CTR
12,12,3521266,3521266,5401.878,0,10.014,0,0.0,651.860,AES-CTR
12,12,3527842,3527842,5411.932,0,10.051,0,0.0,651.864,AES-CTR
12,12,3534210,3534210,5421.935,0,10.000,0,0.0,651.836,AES-CTR
12,12,3540962,3540962,5431.940,0,10.004,0,0.0,651.878,AES-CTR
12,12,3547394,3547394,5441.955,0,10.013,0,0.0,651.860,AES-CTR
12,12,3554194,3554194,5451.979,0,10.023,0,0.0,651.909,AES-CTR
12,12,3560898,3560898,5461.983,0,10.002,0,0.0,651.942,AES-CTR
12,12,3567362,3567362,5471.992,0,10.005,0,0.0,651.931,AES-CTR
12,12,3573938,3573938,5482.003,0,10.010,0,0.0,651.940,AES-CTR
12,12,3580546,3580546,5492.016,0,10.011,0,0.0,651.955,AES-CTR
12,12,3586994,3586994,5502.031,0,10.014,0,0.0,651.940,AES-CTR
12,12,3594050,3594050,5512.039,0,10.006,0,0.0,652.036,AES-CTR
12,12,3601282,3601282,5522.052,0,10.011,0,0.0,652.164,AES-CTR
12,12,3608242,3608242,5532.083,0,10.026,0,0.0,652.239,AES-CTR
12,12,3614034,3614034,5542.091,0,10.006,0,0.0,652.107,AES-CTR
12,12,3620610,3620610,5552.112,0,10.018,0,0.0,652.114,AES-CTR
12,12,3627426,3627426,5562.115,0,10.001,0,0.0,652.167,AES-CTR
12,12,3634258,3634258,5572.124,0,10.007,0,0.0,652.221,AES-CTR
12,12,3640818,3640818,5582.129,0,10.004,0,0.0,652.227,AES-CTR
12,12,3647746,3647746,5592.152,0,10.020,0,0.0,652.297,AES-CTR
12,12,3654130,3654130,5602.160,0,10.006,0,0.0,652.272,AES-CTR
12,12,3660898,3660898,5612.174,0,10.013,0,0.0,652.314,AES-CTR
12,12,3667730,3667730,5622.195,0,10.019,0,0.0,652.366,AES-CTR
12,12,3674130,3674130,5632.202,0,10.005,0,0.0,652.343,AES-CTR
12,12,3680738,3680738,5642.219,0,10.016,0,0.0,652.356,AES-CTR
12,12,3687570,3687570,5652.239,0,10.018,0,0.0,652.409,AES-CTR
12,12,3694258,3694258,5662.243,0,10.001,0,0.0,652.437,AES-CTR
12,12,3700722,3700722,5672.260,0,10.016,0,0.0,652.425,AES-CTR
12,12,3707282,3707282,5682.283,0,10.004,0,0.0,652.428,AES-CTR
12,12,3713906,3713906,5692.290,0,10.004,0,0.0,652.445,AES-CTR
12,12,3720338,3720338,5702.315,0,10.022,0,0.0,652.426,AES-CTR
12,12,3727186,3727186,5712.355,0,10.038,0,0.0,652.478,AES-CTR
12,12,3733522,3733522,5722.391,0,10.034,0,0.0,652.441,AES-CTR
12,12,3739970,3739970,5732.399,0,10.006,0,0.0,652.427,AES-CTR
12,12,3746498,3746498,5742.423,0,10.023,0,0.0,652.425,AES-CTR
12,12,3753138,3753138,5752.461,0,10.036,0,0.0,652.440,AES-CTR
12,12,3759698,3759698,5762.487,0,10.022,0,0.0,652.444,AES-CTR
12,12,3766226,3766226,5772.519,0,10.030,0,0.0,652.441,AES-CTR
12,12,3767826,3767826,5783.356,0,10.833,0,0.0,651.495,AES-CTR
12,12,3768226,3768226,5793.704,0,10.346,0,0.0,650.400,AES-CTR
12,12,3771602,3771602,5803.727,0,10.016,0,0.0,649.859,AES-CTR
12,12,3777986,3777986,5813.731,0,10.002,0,0.0,649.838,AES-CTR
12,12,3784754,3784754,5823.738,0,10.005,0,0.0,649.884,AES-CTR
12,12,3791426,3791426,5833.742,0,10.003,0,0.0,649.913,AES-CTR
12,12,3798114,3798114,5843.749,0,10.006,0,0.0,649.945,AES-CTR
12,12,3804562,3804562,5853.761,0,10.010,0,0.0,649.935,AES-CTR
12,12,3811058,3811058,5863.769,0,10.006,0,0.0,649.933,AES-CTR
12,12,3817506,3817506,5873.780,0,10.009,0,0.0,649.923,AES-CTR
12,12,3824242,3824242,5883.807,0,10.015,0,0.0,649.961,AES-CTR
12,12,3830386,3830386,5893.840,0,10.032,0,0.0,649.897,AES-CTR
12,12,3837170,3837170,5903.844,0,10.002,0,0.0,649.944,AES-CTR
12,12,3843522,3843522,5913.855,0,10.009,0,0.0,649.918,AES-CTR
12,12,3850242,3850242,5923.871,0,10.014,0,0.0,649.954,AES-CTR
12,12,3857042,3857042,5933.885,0,10.013,0,0.0,650.003,AES-CTR
12,12,3863602,3863602,5943.903,0,10.015,0,0.0,650.011,AES-CTR
12,12,3870322,3870322,5953.926,0,10.022,0,0.0,650.045,AES-CTR
12,12,3876834,3876834,5963.933,0,10.005,0,0.0,650.047,AES-CTR
12,12,3883330,3883330,5973.970,0,10.029,0,0.0,650.042,AES-CTR
12,12,3889826,3889826,5983.975,0,10.002,0,0.0,650.041,AES-CTR
12,12,3896498,3896498,5993.993,0,10.017,0,0.0,650.067,AES-CTR
12,12,3902818,3902818,6004.010,0,10.014,0,0.0,650.035,AES-CTR
12,12,3909250,3909250,6014.015,0,10.003,0,0.0,650.023,AES-CTR
12,12,3915810,3915810,6024.029,0,10.012,0,0.0,650.032,AES-CTR
12,12,3922258,3922258,6034.047,0,10.015,0,0.0,650.021,AES-CTR
12,12,3928978,3928978,6044.051,0,10.002,0,0.0,650.057,AES-CTR
12,12,3935906,3935906,6054.057,0,10.005,0,0.0,650.127,AES-CTR
12,12,3942722,3942722,6064.067,0,10.008,0,0.0,650.178,AES-CTR
12,12,3949186,3949186,6074.083,0,10.014,0,0.0,650.170,AES-CTR
12,12,3955330,3955330,6084.119,0,10.034,0,0.0,650.107,AES-CTR
12,12,3961970,3961970,6094.123,0,10.002,0,0.0,650.130,AES-CTR
12,12,3968594,3968594,6104.137,0,10.013,0,0.0,650.148,AES-CTR
12,12,3975714,3975714,6114.184,0,10.042,0,0.0,650.244,AES-CTR
12,12,3982610,3982610,6124.189,0,10.003,0,0.0,650.308,AES-CTR
12,12,3988946,3988946,6134.209,0,10.017,0,0.0,650.279,AES-CTR
12,12,3995618,3995618,6144.225,0,10.015,0,0.0,650.305,AES-CTR
12,12,4002290,4002290,6154.256,0,10.029,0,0.0,650.329,AES-CTR
12,12,4008866,4008866,6164.278,0,10.021,0,0.0,650.338,AES-CTR
12,12,4015586,4015586,6174.292,0,10.012,0,0.0,650.372,AES-CTR
12,12,4022082,4022082,6184.311,0,10.017,0,0.0,650.369,AES-CTR
12,12,4028898,4028898,6194.331,0,10.014,0,0.0,650.417,AES-CTR
12,12,4035522,4035522,6204.379,0,10.046,0,0.0,650.431,AES-CTR
12,12,4042114,4042114,6214.402,0,10.021,0,0.0,650.443,AES-CTR
12,12,4048482,4048482,6224.407,0,10.003,0,0.0,650.421,AES-CTR
12,12,4055314,4055314,6234.415,0,10.007,0,0.0,650.472,AES-CTR
12,12,4061714,4061714,6244.436,0,10.019,0,0.0,650.453,AES-CTR
12,12,4068338,4068338,6254.467,0,10.030,0,0.0,650.469,AES-CTR
12,12,4074882,4074882,6264.476,0,10.006,0,0.0,650.475,AES-CTR
12,12,4081362,4081362,6274.499,0,10.018,0,0.0,650.468,AES-CTR
12,12,4087874,4087874,6284.516,0,10.015,0,0.0,650.468,AES-CTR
12,12,4094210,4094210,6294.525,0,10.002,0,0.0,650.440,AES-CTR
12,12,4100530,4100530,6304.543,0,10.015,0,0.0,650.409,AES-CTR
12,12,4107154,4107154,6314.557,0,10.013,0,0.0,650.426,AES-CTR
12,12,4113874,4113874,6324.563,0,10.004,0,0.0,650.460,AES-CTR
12,12,4120162,4120162,6334.608,0,10.044,0,0.0,650.421,AES-CTR
12,12,4125570,4125570,6344.617,0,10.006,0,0.0,650.247,AES-CTR
12,12,4131714,4131714,6354.633,0,10.013,0,0.0,650.189,AES-CTR
12,12,4136674,4136674,6364.664,0,10.027,0,0.0,649.944,AES-CTR
12,12,4141250,4141250,6374.681,0,10.014,0,0.0,649.640,AES-CTR
12,12,4145842,4145842,6384.703,0,10.021,0,0.0,649.340,AES-CTR
12,12,4151250,4151250,6394.706,0,10.000,0,0.0,649.170,AES-CTR
12,12,4156626,4156626,6404.740,0,10.031,0,0.0,648.992,AES-CTR
12,12,4161970,4161970,6414.760,0,10.018,0,0.0,648.812,AES-CTR
12,12,4167362,4167362,6424.788,0,10.020,0,0.0,648.638,AES-CTR
12,12,4172674,4172674,6434.818,0,10.028,0,0.0,648.453,AES-CTR
12,12,4177954,4177954,6444.831,0,10.012,0,0.0,648.264,AES-CTR
12,12,4183234,4183234,6454.841,0,10.008,0,0.0,648.077,AES-CTR
12,12,4184258,4184258,6465.549,0,10.706,0,0.0,647.162,AES-CTR
12,12,4184610,4184610,6476.364,0,10.814,0,0.0,646.136,AES-CTR
12,12,4190354,4190354,6486.376,0,10.010,0,0.0,646.024,AES-CTR
12,12,4194834,4194834,6496.431,0,10.054,0,0.0,645.714,AES-CTR
12,12,4200226,4200226,6506.436,0,10.003,0,0.0,645.549,AES-CTR
12,12,4205362,4205362,6516.447,0,10.000,0,0.0,645.346,AES-CTR
12,12,4209858,4209858,6526.470,0,10.019,0,0.0,645.044,AES-CTR
12,12,4215298,4215298,6536.499,0,10.026,0,0.0,644.886,AES-CTR
12,12,4220658,4220658,6546.527,0,10.027,0,0.0,644.717,AES-CTR
12,12,4225106,4225106,6556.568,0,10.038,0,0.0,644.408,AES-CTR
12,12,4230498,4230498,6566.589,0,10.019,0,0.0,644.246,AES-CTR
12,12,4236418,4236418,6576.614,0,10.022,0,0.0,644.164,AES-CTR
12,12,4241970,4241970,6586.671,0,10.050,0,0.0,644.023,AES-CTR
12,12,4247922,4247922,6596.729,0,10.055,0,0.0,643.944,AES-CTR
12,12,4253490,4253490,6606.738,0,10.006,0,0.0,643.811,AES-CTR
12,12,4258610,4258610,6616.748,0,10.008,0,0.0,643.611,AES-CTR
12,12,4263954,4263954,6626.786,0,10.032,0,0.0,643.442,AES-CTR
12,12,4269538,4269538,6636.880,0,10.091,0,0.0,643.305,AES-CTR
12,12,4273986,4273986,6646.899,0,10.013,0,0.0,643.005,AES-CTR
12,12,4278210,4278210,6656.919,0,10.018,0,0.0,642.671,AES-CTR
12,12,4282770,4282770,6666.942,0,10.021,0,0.0,642.389,AES-CTR
12,12,4286738,4286738,6676.979,0,10.035,0,0.0,642.018,AES-CTR
12,12,4291378,4291378,6687.015,0,10.033,0,0.0,641.748,AES-CTR
12,12,4296226,4296226,6697.059,0,10.042,0,0.0,641.509,AES-CTR
12,12,4301522,4301522,6707.066,0,10.005,0,0.0,641.342,AES-CTR
12,12,4307042,4307042,6717.087,0,10.018,0,0.0,641.207,AES-CTR
12,12,4311650,4311650,6727.114,0,10.026,0,0.0,640.936,AES-CTR
12,12,4317138,4317138,6737.124,0,10.007,0,0.0,640.798,AES-CTR
12,12,4322242,4322242,6747.142,0,10.015,0,0.0,640.603,AES-CTR
12,12,4327602,4327602,6757.163,0,10.019,0,0.0,640.447,AES-CTR
12,12,4332018,4332018,6767.183,0,10.019,0,0.0,640.151,AES-CTR
12,12,4337170,4337170,6777.194,0,10.006,0,0.0,639.965,AES-CTR
12,12,4342466,4342466,6787.202,0,10.006,0,0.0,639.802,AES-CTR
12,12,4347810,4347810,6797.231,0,10.027,0,0.0,639.644,AES-CTR
12,12,4353586,4353586,6807.240,0,10.003,0,0.0,639.552,AES-CTR
12,12,4359218,4359218,6817.259,0,10.017,0,0.0,639.438,AES-CTR
12,12,4364642,4364642,6827.298,0,10.036,0,0.0,639.293,AES-CTR
12,12,4370402,4370402,6837.321,0,10.021,0,0.0,639.198,AES-CTR
12,12,4375682,4375682,6847.355,0,10.032,0,0.0,639.032,AES-CTR
12,12,4380898,4380898,6857.363,0,10.005,0,0.0,638.860,AES-CTR
12,12,4385874,4385874,6867.390,0,10.025,0,0.0,638.652,AES-CTR
12,12,4389922,4389922,6877.440,0,10.049,0,0.0,638.308,AES-CTR
12,12,4394370,4394370,6887.456,0,10.014,0,0.0,638.025,AES-CTR
12,12,4398850,4398850,6897.471,0,10.012,0,0.0,637.748,AES-CTR
12,12,4404338,4404338,6907.507,0,10.034,0,0.0,637.616,AES-CTR
12,12,4409970,4409970,6917.511,0,10.001,0,0.0,637.508,AES-CTR
12,12,4415922,4415922,6927.515,0,10.002,0,0.0,637.447,AES-CTR
12,12,4421378,4421378,6937.544,0,10.026,0,0.0,637.312,AES-CTR
12,12,4426754,4426754,6947.553,0,10.006,0,0.0,637.167,AES-CTR
12,12,4432066,4432066,6957.582,0,10.024,0,0.0,637.012,AES-CTR
12,12,4436994,4436994,6967.594,0,10.011,0,0.0,636.804,AES-CTR
12,12,4441810,4441810,6977.598,0,10.002,0,0.0,636.581,AES-CTR
12,12,4447314,4447314,6987.605,0,10.003,0,0.0,636.458,AES-CTR
12,12,4452834,4452834,6997.619,0,10.010,0,0.0,636.336,AES-CTR
12,12,4457970,4457970,7007.640,0,10.019,0,0.0,636.159,AES-CTR
